self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
30,8,500,200.0,0.0,0.6847312943775838,119005187.01508103,57029316.66666652,21738115.885024723,0.999991009280983,0.3847816953403219,46.31604021795197,0.771934003632533,1.7644906542823744
30,8,600,200.0,0.0,0.655080884794731,124587685.05755846,55666783.333333194,25331071.75413643,0.9710610057607838,0.456392583789513,53.41234952030993,0.8568939117525682,1.8770888635789096
30,8,700,200.0,0.0,0.606560833480063,134380306.58897638,55695750.0000001,30091828.74034936,0.9887687714825092,0.5417706066080019,57.25848622505132,0.9532225132788762,1.9931998320453408
30,8,800,200.0,0.0,0.5958887627909355,140294279.4651777,55782466.66666677,32922829.672284376,0.9465670186903636,0.592722024652784,63.00179267087351,0.9299163150528986,1.9999826975660615
30,8,900,200.0,0.0,0.655120043317454,143279684.4035265,54082050.000000216,35463654.028075196,0.906327530149653,0.6583925689166902,69.43607009374776,0.8583172544014049,2.0401513528522113
30,10,200,200.0,0.0,0.8030781328170734,93290593.518581,57803533.333333194,8694816.488652501,0.9999415729021756,0.1527363746018162,23.791105162897843,0.3965184193816306,1.3217856518801572
30,10,300,200.0,0.0,0.6608215259626762,100009939.50755006,56130983.33333336,13040202.67165362,0.9997865423591996,0.2339917750098376,33.08216507471392,0.5513694179118986,1.399384363882445
30,10,400,200.0,0.0,0.7181941767506353,107067188.57628123,54711616.66666673,17389125.041296072,0.999912365481158,0.319988339286293,41.15839450913954,0.6859732418189923,1.6601580899986623
30,10,500,200.0,0.0,0.7235470805287689,116707840.279482,55275916.66666667,21734501.275166336,0.9998247309623116,0.3962072806960817,47.19151360965519,0.7865252268275864,1.8270381319132205
30,10,600,200.0,0.0,0.8809538153461167,125545471.89480248,55727283.333333395,25759951.128096096,0.9875020012413372,0.4667838610846641,52.728369315956584,0.878806155265943,2.133187059479791
30,10,700,200.0,0.0,0.6937247880377673,135937773.56831273,57097699.999999866,29958358.891319353,0.984383168341069,0.5307023879877347,56.81506464701921,0.934669653922317,2.052956352350272
30,10,800,200.0,0.0,0.6444672758341031,142972302.1261309,57151966.666666485,33356922.23497554,0.9590476501243056,0.5854714618915694,61.52080964874433,0.9660271220159484,2.078871567363307
