int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.nb_solar,self.nb_wind,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
145,date ('2024-01-01 23:55:00'),50,30,6,10,180,4,true,false,0.7326410217873837,38553824.41292463,17209.499999999884,7849.723806535752,0.9918895698294175,0.4561273602682126
146,date ('2024-01-01 23:55:00'),50,30,6,10,180,4,true,false,0.5833496618787556,40448298.75549192,18635.833333333172,7865.186475756907,0.9938434296976356,0.4220464057106994
147,date ('2024-01-01 23:55:00'),50,30,6,10,180,4,true,false,0.6819376563849046,44169092.75549166,21484.83333333307,7865.186475756907,0.9938434296976356,0.36608086987364746
148,date ('2024-01-01 23:55:00'),50,30,6,10,180,4,true,false,0.6811926463629243,45854703.42215824,22775.49999999967,7865.186475756914,0.9938434296976363,0.34533540320770245
149,date ('2024-01-01 23:55:00'),50,30,6,10,180,4,true,false,0.6483800830918305,40373517.746257715,18602.833333333154,7849.723806535754,0.9918895698294177,0.42196388398913226
150,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.6292214573965679,43847757.300662644,21422.499999999716,7748.091248087003,0.9736269050081579,0.3616800675965506
151,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.6700825598881388,42411182.68185105,20126.33333333316,7873.137147479277,0.9893402011105135,0.3911858666496304
152,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.5833399836534215,37418703.19847958,16294.66666666657,7878.836114436281,0.9900563345919643,0.48352238653360985
153,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.661920776876259,43589525.25393298,21041.1666666664,7865.1187183669745,0.9883326034881228,0.37379670257671427
154,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.6833044246951119,39808872.92060012,18146.33333333321,7865.118718366969,0.9883326034881221,0.43342743538825235
155,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.5700473301589462,37785198.65860925,16609.99999999991,7856.713189495495,0.9872763628221245,0.47301102886788304
156,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.5747611051439769,44123256.31588437,21418.83333333305,7884.883674582094,0.9908162723726497,0.3681285321134297
157,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.6089493725707776,39897463.25393332,18214.16666666652,7865.1187183669745,0.9883326034881228,0.4318132617486593
158,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.6181505277316318,43788254.920599826,21193.333333333117,7865.118718366986,0.9883326034881242,0.371112868120497
159,date ('2024-01-01 23:55:00'),50,30,6,10,180,6,true,false,0.6296711586406243,42708205.31588447,20335.333333333107,7884.883674582086,0.9908162723726487,0.3877430256654514
160,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.6491966120092683,46236888.68605763,21096.166666666395,9122.089646685537,0.9991236548115774,0.4324050805447587
161,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.6283334200016941,45801758.515986644,20753.33333333312,9128.243947935984,0.9997977227276268,0.4398447131996182
162,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.6409390925176813,44598798.629379585,19829.33333333313,9130.090757790984,0.9999999999999994,0.46043357102900145
163,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.5539297835913493,40308519.352725014,16556.833333333238,9122.089646685545,0.9991236548115782,0.5509561800275171
164,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.541443419494234,31129933.70997088,10490.333333333381,8509.236233920947,0.9319990851854075,0.8111502240717716
165,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.6088650729711034,45453052.20327605,20527.833333333067,9101.790403421373,0.9969003205860286,0.44338777773696647
166,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.6172953050042175,45224085.68605772,20320.666666666424,9122.08964668554,0.9991236548115776,0.4489070066608205
167,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.5616948286907198,40217461.58620202,17554.166666666515,8441.9651469998,0.9246310218544115,0.480909479060045
168,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.624124093409821,43777542.296046205,19200.499999999778,9130.090757790977,0.9999999999999988,0.4755131771459641
169,date ('2024-01-01 23:55:00'),50,30,6,10,210,0,true,false,0.5466960956412559,36437770.053338125,14175.33333333332,8750.92795835601,0.9584710810118258,0.6173348980639621
170,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.6078796047908864,41464272.18977287,17398.333333333245,9149.787956616165,0.9973445746298263,0.525900256151904
171,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.559241200588695,44125996.90939212,19442.49999999983,9145.904624723978,0.99692128394675,0.4704078500565287
172,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.6577023968049307,46827578.85643885,21504.99999999974,9149.787956616154,0.9973445746298252,0.4254725857529069
173,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.48310398631599905,43700579.52310584,19110.666666666493,9149.787956616165,0.9973445746298263,0.4787791088719867
174,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.6840519001448142,40304148.52706717,16529.333333333238,9137.484558516759,0.9960034804534218,0.5528041799538282
175,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.6948238199329546,43057631.86040033,18637.66666666653,9137.484558516759,0.9960034804534218,0.4902697704567896
176,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.6186777124830138,46686528.74861378,21622.33333333303,9006.163046338806,0.9816891817697938,0.41652133039938327
177,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.5421095160463826,42826647.8564394,18441.499999999887,9149.787956616154,0.9973445746298252,0.49615204601665863
178,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.6822888946801986,43178614.856439285,18710.999999999847,9149.787956616163,0.9973445746298261,0.4890058231316465
179,date ('2024-01-01 23:55:00'),50,30,6,10,210,2,true,false,0.560367242143292,44506203.52706684,19746.83333333318,9137.484558516737,0.9960034804534196,0.4627316392594666
180,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.62579762347946,42612223.68399243,18665.16666666651,8902.578176668148,0.9657602077864017,0.47696215820922516
181,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.5530527732708189,39531653.59984833,17715.499999999873,8004.430095907998,0.8683282437098436,0.451832016929133
182,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.5940009656022728,44167130.41683187,19436.999999999804,9169.485155441336,0.9947145324959776,0.47175413672076083
183,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.529325380126033,44733557.22167887,19891.666666666482,9156.12846348443,0.9932655857590149,0.46029971328786845
184,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.6018788332661564,43620499.23621353,19295.833333333132,8992.683050047674,0.9755348707560164,0.46604274066324
185,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.5750418043784028,45083608.5353952,20137.33333333313,9170.384513777142,0.994812095749681,0.4553921992539845
186,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.745888332617857,48936090.86872835,23087.166666666362,9170.38451377713,0.9948120957496794,0.39720701315062124
187,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.6519280768724414,46070265.65043755,20910.999999999785,9158.792736508098,0.9935546086485503,0.4379892275122277
188,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.6173485189565507,47775390.7501649,22199.833333333045,9169.485155441344,0.9947145324959786,0.4130429727899517
189,date ('2024-01-01 23:55:00'),50,30,6,10,210,4,true,false,0.6572269543402961,50619858.75016511,24377.83333333306,9169.485155441344,0.9947145324959784,0.37614028408765254
190,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.604659996772066,44277878.59447387,19704.666666666486,9052.928547815776,0.9773988774841802,0.45943068720518965
191,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.6319720972191322,47150495.4884035,21688.333333333227,9190.531391770228,0.9922551601234773,0.4237546173105482
192,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.7745292885186422,49333489.754298866,23363.99999999967,9187.883075142328,0.9919692347805718,0.3932495752072615
193,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.7353375572837993,49182914.64389125,23246.66666666642,9189.182354266528,0.9921095113718236,0.39529032209348836
194,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.4699684290027886,38441935.31055861,15022.333333333272,9189.182354266528,0.9921095113718236,0.611701401531047
195,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.8160554327426797,41270024.31923084,17433.16666666655,9032.784440815647,0.9752240202028203,0.518137904233255
196,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.6231490608617183,42983543.7902264,18503.833333333183,9186.62963570537,0.9918339072683524,0.4964717023880878
197,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.6497463226623825,43770655.42694112,19218.833333333143,9115.044294912244,0.9841052003238571,0.47427667105594346
198,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.5323754923526505,25827467.06110144,9223.50000000004,6728.864191199589,0.7264814112344643,0.7295347960318275
199,date ('2024-01-01 23:55:00'),50,30,6,10,210,6,true,false,0.6938922905080089,46290817.54241748,21064.99999999973,9168.274382179205,0.9898521834430007,0.4352373312214251
200,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.6855387823882562,35494201.22997527,21063.16666666639,3900.767315752024,0.9969003205860305,0.18519377344742757
201,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.7785301375710585,40434619.31735326,24826.999999999753,3912.8960390532798,0.9999999999999999,0.1576064783926096
202,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.7130187291238016,38847333.19878648,23616.9999999997,3909.4669914366605,0.9991236548115779,0.16553613885915694
203,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.664603953900337,31244369.722369142,17882.333333333205,3854.079578185891,0.98496856029898,0.21552442325866786
204,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.6035114290821141,33088961.532119993,19207.833333333194,3909.4669914366605,0.9991236548115779,0.2035350330040707
205,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.7021039883606489,37922963.65068631,22903.83333333306,3912.8960390532798,0.9999999999999999,0.170840224957394
206,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.6911064750850682,40330864.72236945,24839.833333333143,3854.079578185891,0.98496856029898,0.15515722374087
207,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.7237546953398887,39270973.31735302,23935.999999999727,3912.896039053282,1.0000000000000004,0.16347326366365836
208,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.7517413414995001,34999482.65068643,20665.33333333316,3912.8960390532798,0.9999999999999999,0.18934589517323597
209,date ('2024-01-01 23:55:00'),50,30,9,10,90,0,true,false,0.7663971272037284,40669420.865453534,25012.166666666453,3909.4669914366605,0.9991236548115779,0.15630261238610652
210,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.6944229239740355,32395022.7064623,18652.333333333212,3924.861903267881,0.9918895698294188,0.210422033164818
211,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.6941003821960289,39751890.21107912,24273.333333333045,3932.593237878459,0.9938434296976368,0.16201290460911175
212,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.6631200822542364,40659342.5444127,24968.16666666647,3932.5932378784587,0.9938434296976367,0.15750428497133642
213,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.5696267824473321,37084602.877745695,22230.999999999724,3932.5932378784587,0.9938434296976367,0.1768968214600561
214,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.7321009694811894,32371079.373128783,18633.999999999854,3924.861903267881,0.9918895698294188,0.21062905995856565
215,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.5941195100535146,37834950.60369406,22804.83333333304,3933.0429170463594,0.9939570724416117,0.17246532169553572
216,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.6724394356343318,33825915.211079195,19735.833333333165,3932.5932378784587,0.9938434296976367,0.19926157519968715
217,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.7369353143994414,37060679.23167841,22230.999999999738,3920.917471130153,0.9908927344775672,0.17637161941119153
218,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.7027569348196819,36478836.544412374,21767.16666666641,3932.5932378784587,0.9938434296976367,0.18066628965085818
219,date ('2024-01-01 23:55:00'),50,30,9,10,90,2,true,false,0.7217561169982123,32389502.374769654,18641.3333333332,3929.1789693037394,0.9929805770747098,0.21077778606521885
220,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.758213173717656,35548777.5474708,21042.999999999734,3940.2568150991046,0.9848148058490332,0.18724786461527132
221,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.665792242078336,33364482.58399046,19532.333333333132,3837.101960626819,0.959032621400999,0.1964487240282024
222,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.7295013334966195,29649221.292985786,16619.166666666664,3880.7009726627134,0.9699296148174696,0.23350755489120278
223,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.7154336727917872,38810573.1048051,23521.666666666337,3952.290436703639,0.9878224495840096,0.1680276526622417
224,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.6465622989934304,36635804.88080408,21875.333333333037,3940.2568150991046,0.9848148058490332,0.18012328109739242
225,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.656152094631161,44841898.77147304,28139.833333333358,3952.290436703639,0.9878224495840096,0.14045180687057976
226,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.839860845878111,35396253.771471925,20907.333333333136,3952.2904367036413,0.98782244958401,0.18903847629398038
227,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.6246334754465068,38575214.88080408,23360.333333333016,3940.2568150991046,0.9848148058490332,0.1686729704955334
228,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.6713621527039701,35460187.21413744,20975.1666666664,3940.2568150991046,0.9848148058490332,0.18785342103435754
229,date ('2024-01-01 23:55:00'),50,30,9,10,90,4,true,false,0.7473946242109218,32814448.880804323,18949.333333333176,3940.2568150991046,0.9848148058490332,0.2079364347962534
230,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.7376308804154076,37874093.0551463,22799.333333333037,3955.6517269303276,0.9778941569506213,0.1734985698527901
231,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.7096098541352428,37459356.23433979,22564.66666666637,3902.8151460909726,0.9648321921360014,0.1729613472135355
232,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.7156651869472131,42356285.05514685,26231.33333333318,3955.6517269303276,0.9778941569506213,0.15079872901099262
233,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.6533786457301219,39353742.66519798,23906.666666666362,3971.9876355288216,0.981932629159433,0.1661456066172144
234,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.7374071208938746,29785986.665198397,16580.666666666646,3971.9876355288216,0.981932629159433,0.23955536380898396
235,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.6634895607075402,38788679.99853135,23473.99999999973,3971.9876355288216,0.981932629159433,0.16920795925402005
236,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.665060870576754,28608319.462453533,15717.166666666635,3947.616623940354,0.9759077636059045,0.25116591989270937
237,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.7549701632359747,37665237.36196718,22670.9999999998,3935.51880362827,0.972917007944964,0.17359264274307729
238,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.7880697407510154,35189996.99853133,20718.499999999764,3971.9876355288216,0.981932629159433,0.19171212373139304
239,date ('2024-01-01 23:55:00'),50,30,9,10,90,6,true,false,0.8309266890096066,28155494.055146646,15357.833333333301,3955.651726930328,0.9778941569506214,0.2575657412784141
240,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.7228451827657634,35629624.3120266,19101.499999999905,5217.19471873771,1.0000000000000007,0.27313010594653486
241,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.6982261829144872,39453583.820604205,22036.666666666388,5212.622655248884,0.9991236548115787,0.23654315482902513
242,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.6885682473478756,41639134.74093663,23825.999999999727,5138.772770914523,0.9849685602989804,0.21567920636760604
243,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.7006082337595778,44785554.97869339,26112.166666666504,5217.194718737713,1.000000000000001,0.19979938031713487
244,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.582890896923901,47062565.97869393,27855.66666666657,5217.19471873771,1.0000000000000007,0.18729383795293816
245,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.5434479961233424,32179599.153938055,16466.99999999997,5212.622655248884,0.9991236548115787,0.3165496238081553
246,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.7853119935200005,31578412.312026683,15999.499999999958,5217.194718737711,1.0000000000000007,0.32608486007298504
247,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.7764069424034131,36063230.62818276,19435.166666666504,5216.139398820572,0.9997977227276288,0.2683866564296995
248,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.7613015369932353,46131379.48727176,27149.833333333238,5212.622655248884,0.9991236548115787,0.1919946465693062
249,date ('2024-01-01 23:55:00'),50,30,9,10,120,0,true,false,0.6467994933244443,38960351.15393758,21658.999999999745,5212.622655248884,0.9991236548115787,0.24066774344378528
250,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.7381347742773274,42112325.22179917,24067.999999999713,5215.46309832428,0.9912967336448635,0.21669698763189055
251,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.7672624153404789,39129795.53908564,21750.666666666402,5236.891917562893,0.9953696832787949,0.24076925998726273
252,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.6867727925473311,43248970.26503438,24903.99999999978,5237.341596730793,0.9954551532518202,0.21030122055616926
253,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.6301813354252779,32215974.69291159,16589.833333333252,5152.083468152939,0.9792502443525403,0.310556674357968
254,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.7579086244544269,37621490.68826538,20617.666666666464,5222.930545761809,0.9927160623054128,0.2533230665818244
255,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.7047891071525634,46003926.53908669,27014.16666666658,5236.891917562893,0.9953696832787949,0.1938572446887587
256,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.6989165318724301,40540057.87241896,22830.499999999694,5236.891917562893,0.9953696832787949,0.22938139408085512
257,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.6432035446373017,34311047.51988624,18525.833333333147,4940.593388589658,0.9390525819173998,0.26668670173665826
258,date ('2024-01-01 23:55:00'),50,30,9,10,120,2,true,false,0.7664666259378637,42134683.87241914,24051.49999999977,5236.891917562893,0.9953696832787949,0.21773660343691423
