int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
104,10,12,120,4,false,false,0.7842784442021072,18437210.978693523,5938166.666666656,5217194.718737712,1.0000000000000009,0.8785867779737385,88.0501938105519,0.08665342671658949,false,false,1.5738012932976877
105,10,12,120,4,false,false,0.915384615384615,14699398.626260493,4517333.333333324,4298598.320934047,0.8239290562599677,0.9515787310214114,110.43989222115482,0.04652456697210629,false,false,1.7231721671738507
106,10,12,120,4,false,false,1.0,17897980.194809083,5553166.666666655,5199419.812010312,0.9965930145057543,0.9362981743768403,90.7029721974344,0.0804976727040454,false,false,1.8295362122055177
107,10,12,120,4,false,false,0.9175824175824192,19908767.715925325,7564333.333333341,4898884.845904658,0.9389883088530643,0.6476294248320609,81.541962976514,0.10382437314183572,false,false,1.5395103305899036
108,10,12,120,4,false,false,0.9110256410256395,18053851.407603767,5767666.666666642,5138772.7709145285,0.9849685602989813,0.8909621633672572,89.91987157467521,0.08226790604072433,false,false,1.7060632777601696
109,10,12,120,4,false,false,0.8944871794871783,18416956.18969081,6554166.666666657,4814680.912489436,0.9228486134890401,0.7345984863302392,88.14703055593543,0.0864206500471677,false,false,1.568586618598537
110,10,12,90,4,false,false,1.0,20960563.198787086,9922000.000000011,3909466.9914366603,0.9991236548115779,0.39402005557716757,61.73498239183188,0.17998880544550755,false,false,1.4952048499072417
111,10,12,90,4,false,false,1.0,16199750.817633664,6271833.33333331,3912544.2415651926,0.9999100928098839,0.6238278400624815,79.87777186001294,0.10873658248087008,false,false,1.6077988545308552
112,10,12,90,4,false,false,1.0,9852654.185229085,3791333.3333333284,2395919.7259943536,0.6123136679537347,0.6319464724796088,131.335168744676,0.02603797754771246,false,false,1.5315951555313994
113,10,12,90,4,false,false,0.9855311355311358,17949931.055702936,7703666.666666676,3854079.578185891,0.98496856029898,0.500291581262501,72.08941337904909,0.13499956740265953,false,false,1.5207639679437963
114,10,12,90,4,false,false,0.9339743589743591,16238780.984020136,6301166.666666657,3912896.03905328,0.9999999999999999,0.6209796131488803,79.6857843746626,0.10931802214742929,false,false,1.5400760716408926
115,10,12,90,4,false,false,1.0,15323790.833925229,5686999.999999985,3857801.610830622,0.9859197822603055,0.6783544242712558,84.44385687745246,0.0957837060898569,false,false,1.6384672455068616
116,10,12,90,4,false,false,0.8758269720101778,10401780.530697176,3367833.333333334,2933849.1283701807,0.7497896951742222,0.8711384554966635,124.40177873213308,0.03156820092844673,false,false,1.6043059373359554
117,10,12,90,4,false,false,0.9684811583666539,21911113.532120466,10649833.33333336,3909466.99143666,0.9991236548115778,0.3670918472686568,59.05678860652465,0.1938896007533654,false,false,1.456044236934945
118,10,12,90,4,false,false,0.891978021978021,14171224.117049549,5336833.333333328,3518490.214925767,0.8992036026025012,0.6592842600029549,91.31180124680796,0.07914774972883976,false,false,1.4985531797092246
119,10,12,90,4,false,false,1.0,13801052.666805448,4557666.66666666,3834459.085800617,0.9799542455332799,0.841320650727848,93.76096383664655,0.07394222620343335,false,false,1.7469987467857118
120,10,21,150,4,false,false,0.8028205128205121,17670431.98620214,5545833.333333313,5094651.205239409,0.7812092865833543,0.9186448454225864,110.51229542802537,0.04643109078530391,false,false,1.5841674799438852
